high_school_counselor_score_out_of_5,average_alumni_giving_rate,peer_assessment_score_out_of_5,graduation_and_retention_rank,classes_with_50_or_more_students,satact_25th_75th_percentile,student_faculty_ratio,location,freshmen_in_top_25_percent_of_high_school_class,student_selectivity_rank,percent_of_faculty_who_are_full_time,alumni_giving_rank,overperformanceunderperformance,freshmen_in_top_10_percent_of_high_school_class,rank,tuition,fall_2013_acceptance_rate,average_freshman_retention_rate,url,six_year_graduation_rate,predicted_graduation_rate,enrollment,faculty_resources_rank,classes_with_fewer_than_20_students,school_name,financial_resources_rank
3.4,24.5%,2.9,86,2%,23-29,12:1,"Grand Rapids, MI",55%,79,89.1%,86,2,30%,#116Tie,"$29,635",69.8%,87%,/best-colleges/calvin-college-2241,73%,71%,4034,206,34.6%,Calvin College,122
3.1,14.5%,2.8,87,0%,1020-1230,12:1,"Selinsgrove, PA",52%,135,79.6%,162,5,26%,#116Tie,"$40,350",72.3%,84%,/best-colleges/susquehanna-university-3369,75%,70%,2187,142,55.4%,Susquehanna University,122
3.4,32.7%,2.6,151,0%,938-1210,8:1,"Sweet Briar, VA",58%,150,91.9%,43,-11,30%,#116Tie,"$34,935",84.3%,74%,/best-colleges/sweet-briar-college-3742,57%,68%,710,49,88.1%,Sweet Briar College,50
3.2,15.7%,2.5,133,0%,21-27,14:1,"New Wilmington, PA",50%,120,86.3%,154,3,28%,#116Tie,"$33,410",69%,79%,/best-colleges/westminster-college-pennsylvania-3392,68%,65%,1359,179,64.8%,Westminster College,198
3.3,21.1%,2.8,124,1%,23-28,11:1,"Cedar Rapids, IA",61%,85,79.1%,108,-2,31%,#120Tie,"$37,230",61.7%,80%,/best-colleges/coe-college-1854,67%,69%,1420,100,72.4%,Coe College,175
3.6,23.5%,2.9,117,1%,23-28,13:1,"Lake Forest, IL",59%,85,79%,92,-8,27%,#120Tie,"$39,842",57.3%,84%,/best-colleges/lake-forest-college-1706,64%,72%,1622,142,59.9%,Lake Forest College,141
3.1,19.8%,2.7,92,3%,1060-1230,11:1,"Manchester, NH",58%,164,86.4%,123,6,22%,#120Tie,"$36,336",73.7%,86%,/best-colleges/st-anselm-college-2587,74%,68%,1923,127,60.1%,St. Anselm College,122
3.4,18.2%,2.7,97,1%,22-27,14:1,"De Pere, WI",56%,100,86%,136,7,27%,#123,"$33,023",81.9%,83%,/best-colleges/st-norbert-college-3892,74%,67%,2222,183,45.3%,St. Norbert College,163
3.3,27.8%,2.8,140,1%,23-27,N/A,"Birmingham, AL",56%,100,92.4%,64,-10,24%,#124Tie,"$31,888",64.2%,81%,/best-colleges/birmingham-southern-1012,62%,72%,1188,127,61.8%,Birmingham-​Southern College,110
3.6,N/A,2.9,133,1%,1030-1220,12:1,"St. Petersburg, FL",N/A,140,87.1%,183,2,N/A,#124Tie,"$38,668",72.2%,81%,/best-colleges/eckerd-college-1487,66%,64%,1821,166,44.9%,Eckerd College,95
3.4,15.1%,2.7,117,1%,980-1200,12:1,"McMinnville, OR",72%,150,84.6%,159,1,34%,#124Tie,"$37,346",92.2%,83%,/best-colleges/linfield-college-3198,68%,67%,1671,114,63.7%,Linfield College,141
3.4,16.1%,2.6,124,0%,1000-1210,13:1,"Clinton, SC",61%,105,90.5%,154,-2,35%,#124Tie,"$33,650",66%,82%,/best-colleges/presbyterian-college-3445,68%,70%,1433,110,61.6%,Presbyterian College,158
3.4,36.3%,2.7,151,0%,970-1180,12:1,"Ashland, VA",48%,160,83.7%,31,-3,14%,#124Tie,"$36,340",63.7%,78%,/best-colleges/randolph-macon-college-3733,61%,64%,1315,84,72%,Randolph-​Macon College,122
3.5,19.5%,2.8,151,0.2%,24-29,12:1,"Mount Berry, GA",65%,79,90.7%,123,-11,32%,#129Tie,"$30,530",60.3%,78%,/best-colleges/berry-college-1554,60%,71%,2223,139,50.4%,Berry College,89
3.4,19%,2.8,113,1%,22-28,11:1,"Moorhead, MN",62%,95,86.9%,131,2,30%,#129Tie,"$34,114",78%,84%,/best-colleges/concordia-college-2346,71%,69%,2558,193,50.4%,Concordia College—​Moorhead,171
3.3,24.6%,2.6,113,1%,950-1250,10:1,"Goshen, IN",33%,115,90.5%,86,3,25%,#129Tie,"$29,700",55.1%,79%,/best-colleges/goshen-college-1799,70%,67%,888,190,68.4%,Goshen College,122
3.4,15.6%,2.7,103,0%,1000-1210,11:1,"Westminster, MD",52%,167,54.7%,154,3,26%,#129Tie,"$38,350",75.9%,83%,/best-colleges/mcdaniel-college-2109,72%,69%,3256,139,62.5%,McDaniel College,179
3,16.4%,2.4,103,1%,940-1170,12:1,"Bethlehem, PA",48%,180,83.8%,149,7,19%,#133Tie,"$36,800",80%,78%,/best-colleges/moravian-college-3301,74%,67%,1841,112,66.7%,Moravian College,130
3.8,23%,3.2,163,2%,900-1110,12:1,"Atlanta, GA",41%,185,91.1%,96,-1,21%,#133Tie,"$26,090",66.8%,82%,/best-colleges/morehouse-college-1582,54%,55%,2189,206,47.7%,Morehouse College,76
3.2,20.5%,2.5,162,0%,970-1200,9:1,"Lynchburg, VA",54%,157,98.1%,111,-15,17%,#133Tie,"$34,107",83.4%,77%,/best-colleges/randolph-college-3734,52%,67%,682,36,84%,Randolph College,68
3.3,20%,2.8,127,1%,980-1190,11:1,"Salem, VA",42%,157,91.1%,119,-1,18%,#133Tie,"$37,802",72.8%,80%,/best-colleges/roanoke-college-3736,64%,65%,2029,148,57.3%,Roanoke College,150
3.5,27.2%,2.7,173,0.3%,880-1130,11:1,"Macon, GA",N/A,187,82.9%,65,2,N/A,#133Tie,"$19,900",43.4%,79%,/best-colleges/wesleyan-college-1600,64%,62%,697,68,85%,Wesleyan College,154
3.4,21.2%,3,140,1%,930-1150,13:1,"Whittier, CA",39%,191,84.6%,108,-1,23%,#133Tie,"$41,711",63.3%,83%,/best-colleges/whittier-college-1342,66%,67%,2373,157,55.4%,Whittier College,130
3.2,22.4%,2.6,140,2%,22-27,12:1,"Alma, MI",53%,150,80.5%,103,-4,27%,#139Tie,"$34,220",69.4%,80%,/best-colleges/alma-college-2236,61%,65%,1419,114,70.6%,Alma College,130
3.2,17.9%,2.6,133,0.3%,21-26,12:1,"Pella, IA",53%,115,89.9%,140,0,21%,#139Tie,"$32,124",65.8%,81%,/best-colleges/central-college-pella-1850,65%,65%,1386,157,60.1%,Central College,141
3.3,8.2%,2.6,103,3%,1015-1292,14:1,"Wenham, MA",55%,133,75.2%,207,1,34%,#139Tie,"$34,390",43.1%,82%,/best-colleges/gordon-college-2153,72%,71%,2109,179,67%,Gordon College,175
3,21.1%,2.4,50,5%,1079-1334,15:1,"Grove City, PA",65%,76,84.2%,108,1,41%,#139Tie,"$15,550",80.6%,90%,/best-colleges/grove-city-college-3269,82%,81%,2491,212,46%,Grove City College,206
3,17.8%,2.4,111,2%,980-1235,12:1,"Houghton, NY",61%,140,79.9%,140,6,35%,#139Tie,"$28,556",91.1%,87%,/best-colleges/houghton-college-2734,73%,67%,1100,162,73.2%,Houghton College,154
2.9,N/A,2.2,92,N/A,918-1223,7:1,"Elsah, IL",50%,180,95.3%,183,6,26%,#139Tie,"$26,850",84.1%,80%,/best-colleges/principia-college-1744,82%,76%,480,224,N/A,Principia College,11
3.2,15.8%,2.6,127,1%,21-27,11:1,"Indianola, IA",58%,100,75.2%,154,2,29%,#139Tie,"$32,550",88%,80%,/best-colleges/simpson-college-1887,65%,63%,1773,154,71.9%,Simpson College,191
3.6,12.5%,2.8,144,4%,23-28,15:1,"Morris, MN",59%,129,91.5%,174,4,31%,#139Tie,"$12,584",57.6%,82%,/best-colleges/minnesota-morris-2389,63%,59%,1946,166,55.3%,University of Minnesota—​Morris,214
3.7,12.2%,2.5,133,1%,23-28,12:1,"Springfield, OH",49%,120,85.8%,174,-4,22%,#139Tie,"$38,030",89.4%,77%,/best-colleges/wittenberg-university-3143,63%,67%,1979,162,54.1%,Wittenberg University,130
3.2,13.3%,2.3,166,0.4%,22-28,9:1,"Shreveport, LA",58%,105,83.4%,169,-11,25%,#148Tie,"$32,000",66%,71%,/best-colleges/centenary-louisiana-2003,59%,70%,661,51,83%,Centenary College of Louisiana,89
3.4,14.1%,2.4,140,0%,19-25,12:1,"Hiram, OH",37%,167,80%,165,6,12%,#148Tie,"$30,290",57.3%,76%,/best-colleges/hiram-college-3049,66%,60%,1311,139,77.5%,Hiram College,158
3.4,14.9%,2.6,133,2%,22-26,12:1,"Lincoln, NE",50%,129,80%,162,5,23%,#148Tie,"$28,500",76.9%,79%,/best-colleges/nebraska-wesleyan-university-2555,68%,63%,2149,166,64.6%,Nebraska Wesleyan University,209
3.4,13.7%,2.7,166,0%,1030-1240,13:1,"Atlanta, GA",55%,133,73.5%,169,-1,20%,#148Tie,"$32,500",55.8%,78%,/best-colleges/oglethorpe-university-1586,62%,63%,1082,84,83.8%,Oglethorpe University,190
2.9,19.5%,2.4,102,0%,910-1150,12:1,"Latrobe, PA",53%,172,73.7%,123,6,20%,#148Tie,"$31,370",68.8%,83%,/best-colleges/saint-vincent-college-3368,70%,64%,1813,176,55.3%,Saint Vincent College,158
3.1,22.9%,2.4,158,0%,1000-1200,11:1,"Winston-Salem, NC",75%,100,72.6%,96,1,39%,#148Tie,"$25,356",58.3%,77%,/best-colleges/salem-college-2960,64%,63%,1187,106,89.5%,Salem College,175
3.6,23%,2.7,170,0%,930-1070,9:1,"Aurora, NY",64%,167,82.8%,96,-5,32%,#148Tie,"$36,700",59.7%,73%,/best-colleges/wells-college-2901,58%,63%,534,84,89%,Wells College,179
3.4,13.7%,2.5,151,0.1%,21-27,13:1,"Kenosha, WI",44%,120,71.2%,169,2,21%,#155Tie,"$36,850",70.2%,76%,/best-colleges/carthage-college-3839,65%,63%,2997,114,64%,Carthage College,198
3.6,14%,2.5,151,0%,20-25,9:1,"Georgetown, KY",48%,150,88.7%,165,-10,20%,#155Tie,"$32,960",85.8%,75%,/best-colleges/georgetown-college-1964,57%,67%,1399,100,79.1%,Georgetown College,163
2.8,24.6%,2.5,148,1%,19-25,11:1,"Jacksonville, IL",56%,157,92.6%,86,2,22%,#155Tie,"$29,210",61.3%,81%,/best-colleges/illinois-college-1688,64%,62%,1028,133,69.8%,Illinois College,141
3.4,11.1%,2.5,147,0%,22-28,10:1,"Liberty, MO",58%,95,77.3%,180,-10,23%,#155Tie,"$31,620",57.8%,75%,/best-colleges/william-jewell-2524,59%,69%,1043,133,71.5%,William Jewell College,163
3.1,34%,2.6,133,1%,21-27,11:1,"Caldwell, ID",55%,135,82.2%,37,0,26%,#159Tie,"$24,625",68.3%,85%,/best-colleges/college-of-idaho-1617,67%,67%,1122,201,60%,College of Idaho,191
3.2,19.1%,2.5,127,1%,930-1150,14:1,"Williamsport, PA",43%,177,86.8%,131,4,19%,#159Tie,"$34,706",71.6%,81%,/best-colleges/lycoming-college-3293,64%,60%,1307,162,62.4%,Lycoming College,198
3.4,7.8%,2.9,158,2%,1100-1290,14:1,"Asheville, NC",54%,110,91.9%,207,2,22%,#159Tie,"in-state: $6,392, out-of-state: $21,263",68.7%,80%,/best-colleges/unc-asheville-2907,60%,58%,3784,171,49.7%,University of North Carolina—​Asheville,217
3.4,23.1%,2.6,144,2%,21-26,11:1,"Waverly, IA",55%,163,84.7%,96,-3,26%,#159Tie,"$36,120",77.7%,79%,/best-colleges/wartburg-college-1896,63%,66%,1714,183,50.3%,Wartburg College,158
3.2,15.7%,2.5,133,0%,21-27,14:1,"Fulton, MO",50%,120,86.3%,154,3,28%,#159Tie,"$22,560",69%,79%,/best-colleges/westminster-college-missouri-2523,68%,65%,1044,179,64.8%,Westminster College,198
3.1,20.8%,2.2,151,1%,21-26,12:1,"Crete, NE",46%,160,83.1%,111,8,20%,#164,"$27,200",71.7%,76%,/best-colleges/doane-college-2544,61%,53%,1113,142,74.3%,Doane College,179
3.4,24.3%,2.6,176,1%,17-23,11:1,"Nashville, TN",N/A,172,82.6%,86,-2,N/A,#165Tie,"$20,858",21.2%,N/A,/best-colleges/fisk-3490,52%,54%,640,201,67.8%,Fisk University,85
3.4,16.2%,2.6,170,0.2%,1010-1230,11:1,"Oneonta, NY",47%,177,79.1%,149,-5,20%,#165Tie,"$40,070",84.2%,74%,/best-colleges/hartwick-college-2729,58%,63%,1615,142,61.8%,Hartwick College,130
3.1,16.8%,2.6,187,1%,23-28,12:1,"Batesville, AR",55%,76,87.9%,149,-15,29%,#165Tie,"$24,300",58.8%,67%,/best-colleges/lyon-college-1088,50%,65%,592,106,67.9%,Lyon College,130
3.3,10.4%,2.5,176,0.2%,910-1150,13:1,"North Adams, MA",58%,185,76.6%,183,8,25%,#165Tie,"in-state: $8,975, out-of-state: $17,920",67.2%,75%,/best-colleges/mcla-2187,57%,49%,1716,114,72.2%,Massachusetts College of Liberal Arts,178
2.9,19.5%,2.6,166,0.3%,20-25,12:1,"Monmouth, IL",37%,147,88.9%,123,1,15%,#165Tie,"$33,200",64.3%,75%,/best-colleges/monmouth-college-1725,59%,58%,1256,133,67.2%,Monmouth College,198
3.3,10.5%,2.6,183,0%,1010-1250,10:1,"Asheville, NC",50%,129,85.7%,183,-17,22%,#165Tie,"$30,852",69.6%,68%,/best-colleges/warren-wilson-2979,51%,68%,893,62,83.5%,Warren Wilson College,116
3.3,4.3%,2.4,158,1%,980-1180,16:1,"Purchase, NY",36%,177,65.1%,219,12,13%,#171,"in-state: $7,873, out-of-state: $17,523",33.2%,82%,/best-colleges/suny-purchase-6791,60%,48%,4379,200,76.6%,Purchase College—​SUNY,163
3,22.5%,2.4,149,2%,863-1128,10:1,"Harrisonburg, VA",36%,192,77.8%,103,1,16%,#172Tie,"$29,350",65.1%,78%,/best-colleges/eastern-mennonite-university-3708,63%,62%,1640,190,69.1%,Eastern Mennonite University,163
3.1,29.6%,2.5,184,0%,880-1120,11:1,"Emory, VA",45%,195,89.3%,56,-7,26%,#172Tie,"$30,226",65.7%,73%,/best-colleges/emory-and-henry-college-3709,48%,55%,959,100,74%,Emory and Henry College,150
3.2,13.3%,2.8,163,0%,970-1220,15:1,"Greensboro, NC",33%,167,83.7%,169,-1,11%,#172Tie,"$33,430",68.2%,74%,/best-colleges/guilford-college-2931,57%,58%,2302,183,54.5%,Guilford College,206
3,11.4%,2.3,176,0%,21-27,11:1,"Ashland, WI",36%,120,95.5%,177,-3,18%,#172Tie,"$31,480",59.1%,71%,/best-colleges/northland-college-3875,58%,61%,574,127,69.7%,Northland College,130
3.2,18.3%,2.2,151,1%,21-27,12:1,"Arkadelphia, AR",53%,120,88.8%,136,-5,29%,#176,"$23,320",70.1%,79%,/best-colleges/ouachita-baptist-university-1102,60%,65%,1543,176,54.4%,Ouachita Baptist University,194
3.1,10.9%,2.5,174,1%,930-1130,13:1,"Reading, PA",49%,172,86.1%,180,-4,20%,#177,"$38,220",62.3%,74%,/best-colleges/albright-college-3229,54%,58%,2384,148,62.8%,Albright College,198
3,17.8%,2.4,158,0%,930-1130,16:1,"Bridgewater, VA",45%,167,90.3%,140,3,20%,#178Tie,"$30,380",54.9%,75%,/best-colleges/bridgewater-college-3704,60%,57%,1848,212,42.9%,Bridgewater College,220
3.3,16%,2.3,166,0.3%,910-1110,12:1,"Due West, SC",N/A,187,97.4%,154,-7,N/A,#178Tie,"$31,280",69.7%,68%,/best-colleges/erskine-college-3432,58%,65%,815,157,79.2%,Erskine College,215
2.7,16.2%,2.1,149,1%,21-27,11:1,"Milwaukee, WI",44%,129,69.4%,149,-2,19%,#178Tie,"$25,960",63.6%,78%,/best-colleges/wisconsin-lutheran-21366,64%,66%,1178,206,67.5%,Wisconsin Lutheran College,171
3.4,12%,2.7,190,6%,20-26,13:1,"New Orleans, LA",56%,140,96.3%,174,-5,28%,#178Tie,"$21,552",54.4%,68%,/best-colleges/xavier-louisiana-2032,46%,51%,3121,220,50.5%,Xavier University of Louisiana,122
,N/A,1.7,236,N/A,16,15:1,"Columbia, SC",N/A,235,97.8%,183,-12,N/A,"
                RNP
            ","$12,970",50.1%,46%,/best-colleges/allen-university-3417,23%,35%,651,229,N/A,Allen University,130
,N/A,2.2,179,N/A,780-1240,7:1,"Bel-Air, CA",N/A,207,44.5%,183,-16,N/A,"
                RNP
            ","$29,132",41.8%,70%,/best-colleges/american-jewish-university-2741,53%,69%,229,224,N/A,American Jewish University,179
,N/A,1.4,228,N/A,N/A,7:1,"Montgomery, AL",N/A,204,82.5%,183,-23,N/A,"
                RNP
            ","$10,305",N/A,N/A,/best-colleges/amridge-university-25034,23%,46%,635,205,N/A,Amridge University,194
,N/A,2.1,195,N/A,20-27,N/A,"Ave Maria, FL",N/A,140,87.1%,183,-25,N/A,"
                RNP
            ","$23,000",61%,70%,/best-colleges/ave-maria-university-39413,43%,68%,,204,N/A,Ave Maria University,116
,4.7%,2.2,179,0%,840-1090,11:1,"Longmeadow, MA",49%,207,42.1%,216,5,14%,"
                RNP
            ","$30,859",57.6%,74%,/best-colleges/bay-path-2122,55%,50%,2359,142,78%,Bay Path University,224
,N/A,2.2,201,0.4%,15-20,N/A,"Greensboro, NC",21%,207,86.8%,183,9,5%,"
                RNP
            ","$17,130",69.5%,68%,/best-colleges/bennett-college-2911,41%,32%,,201,74.2%,Bennett College,116
,17.9%,2.4,189,0%,770-1040,12:1,"Bethany, WV",30%,212,86.2%,140,-5,12%,"
                RNP
            ","$25,736",49.5%,60%,/best-colleges/bethany-college-west-virginia-3808,48%,53%,727,166,79.5%,Bethany College,141
,15%,2.1,184,0.4%,20-26,10:1,"Mankato, MN",32%,150,79.6%,159,-10,14%,"
                RNP
            ","$24,450",74.6%,72%,/best-colleges/bethany-lutheran-2337,49%,59%,579,183,74.6%,Bethany Lutheran College,130
,4.2%,2,212,1%,770-930,15:1,"Bloomfield, NJ",24%,233,59.9%,219,6,6%,"
                RNP
            ","$26,750",58.9%,67%,/best-colleges/bloomfield-college-2597,37%,31%,1977,127,70.7%,Bloomfield College,198
,5.7%,2.3,216,0%,850-1050,10:1,"Brevard, NC",24%,200,77.6%,214,-6,5%,"
                RNP
            ","$26,170",44.9%,58%,/best-colleges/brevard-college-2912,43%,49%,701,176,73.5%,Brevard College,209
,N/A,1.8,213,0%,920-1130,7:1,"Bryn Athyn, PA",N/A,200,76.2%,183,-12,N/A,"
                RNP
            ","$18,610",52.3%,64%,/best-colleges/bryn-athyn-3228,50%,62%,276,171,81.2%,Bryn Athyn College of the New Church,34
,8.8%,2.3,223,0%,820-1130,N/A,"Burlington, VT",13%,215,23.5%,206,-22,5%,"
                RNP
            ","$23,546",82.8%,62%,/best-colleges/burlington-college-12183,17%,39%,244,133,97%,Burlington College,150
,9.2%,2,188,2%,850-1060,14:1,"Castleton, VT",25%,227,69.5%,204,10,8%,"
                RNP
            ","in-state: $10,286, out-of-state: $24,014",78.9%,71%,/best-colleges/castleton-state-3683,51%,41%,2175,122,73.3%,Castleton State College,194
,46.8%,2.1,190,1%,710-960,14:1,"Orangeburg, SC",35%,229,87.4%,11,6,13%,"
                RNP
            ","$15,210",60.6%,73%,/best-colleges/claflin-university-3424,44%,38%,1884,166,62.5%,Claflin University,191
,2.8%,1.8,190,2%,19-25,15:1,"Clearwater, FL",32%,183,78.1%,227,1,10%,"
                RNP
            ","$17,765",70.1%,66%,/best-colleges/clearwater-college-1473,54%,53%,505,206,75.3%,Clearwater Christian College,224
,N/A,2.3,216,N/A,N/A,N/A,"Fort Worth, TX",N/A,204,N/A,183,-32,N/A,"
                RNP
            ",N/A,N/A,N/A,/best-colleges/college-of-st-thomas-more-31894,33%,65%,,224,N/A,College of Saints John Fisher & Thomas More,179
,1.5%,2,220,7%,18-23,23:1,"Grand Junction, CO",24%,192,71.1%,229,-4,10%,"
                RNP
            ","in-state: $7,625, out-of-state: $18,985",82%,65%,/best-colleges/mesa-state-college-1358,33%,37%,9676,234,49.9%,Colorado Mesa University,236
,4.3%,2.1,218,1%,17-20,14:1,"New Orleans, LA",31%,204,69.1%,219,14,14%,"
                RNP
            ","$16,191",35.4%,64%,/best-colleges/dillard-university-2004,48%,34%,1183,197,63.2%,Dillard University,80
,N/A,2.2,179,5%,820-1090,14:1,"Quincy, MA",25%,225,46.7%,183,3,9%,"
                RNP
            ","$27,922",51.3%,68%,/best-colleges/eastern-nazarene-college-2145,58%,55%,1478,220,80.2%,Eastern Nazarene College,231
,2.3%,2.5,211,3%,20-25,21:1,"Durango, CO",32%,199,87.1%,227,-7,10%,"
                RNP
            ","in-state: $7,252, out-of-state: $17,780",87.5%,64%,/best-colleges/fort-lewis-college-1353,37%,44%,4065,212,46.1%,Fort Lewis College,231
,7.1%,2.1,195,0%,920-1200,14:1,"Poultney, VT",N/A,197,76.4%,209,-15,N/A,"
                RNP
            ","$32,436",75.6%,70%,/best-colleges/green-mountain-college-3687,40%,55%,841,179,60.9%,Green Mountain College,209
,N/A,1.9,233,0%,830-1050,12:1,"Harrisburg, PA",N/A,228,45.6%,183,N/A,N/A,"
                RNP
            ","$23,900",47.4%,62%,/best-colleges/harrisburg-university-of-science-and-technology-39483,24%,N/A,335,157,76.3%,Harrisburg University of Science and Technology,17
,5.2%,2.6,230,1%,19-24,N/A,"Notre Dame, IN",N/A,200,71.8%,216,-24,N/A,"
                RNP
            ","$27,150",81.3%,55%,/best-colleges/holy-cross-college-7263,21%,45%,,212,66%,Holy Cross College,179
,N/A,2,229,N/A,700-900,N/A,"Austin, TX",N/A,234,83.6%,183,-2,N/A,"
                RNP
            ","$13,494",45.9%,57%,/best-colleges/huston-tillotson-3577,23%,25%,,217,N/A,Huston-​Tillotson University,179
,14.7%,2.1,201,0.2%,733-920,11:1,"Charlotte, NC",25%,229,85.1%,162,8,8%,"
                RNP
            ","$18,336",36.7%,68%,/best-colleges/johnson-c-smith-2936,44%,36%,1387,127,74.9%,Johnson C. Smith University,141
,19.6%,2.2,204,N/A,19-24,N/A,"Marion, AL",N/A,195,75.7%,123,-15,N/A,"
                RNP
            ","$15,630",73.9%,71%,/best-colleges/judson-college-1023,38%,53%,,212,N/A,Judson College,179
,3.6%,2,234,0.2%,16-20,14:1,"Frankfort, KY",N/A,222,91.3%,224,-10,N/A,"
                RNP
            ","in-state: $7,404, out-of-state: $17,214",37.7%,51%,/best-colleges/kentucky-state-1968,18%,28%,2533,195,52.8%,Kentucky State University,130
,14.2%,2.2,182,0%,1050-1230,16:1,"New York, NY",48%,120,75.8%,165,3,15%,"
                RNP
            ","$32,300",71.2%,64%,/best-colleges/kings-college-new-york-666134,61%,58%,516,231,35.4%,The King's College,141
,N/A,1.9,222,0%,14-17,N/A,"Jackson, TN",12%,197,97.8%,183,15,3%,"
                RNP
            ","$9,180",33.4%,55%,/best-colleges/lane-college-3499,33%,18%,,210,49.8%,Lane College,230
,0.6%,1.6,204,1%,19,14:1,"Marietta, GA",N/A,218,87.8%,233,-28,N/A,"
                RNP
            ","$10,500",40.9%,70%,/best-colleges/life-university-20748,22%,50%,2776,195,68.3%,Life University,221
,3.4%,2,235,4%,18-22,16:1,"Alexandria, LA",39%,183,82.8%,226,-2,13%,"
                RNP
            ","in-state: $5,315, out-of-state: $12,173",60.7%,57%,/best-colleges/lsua-2011,20%,22%,2229,236,50%,Louisiana State University—​Alexandria,231
,7.2%,2.2,198,1%,930-1153,11:1,"New York, NY",N/A,172,56.7%,209,-16,N/A,"
                RNP
            ","$27,636",74.7%,66%,/best-colleges/marymount-manhattan-2769,44%,60%,1833,183,56.5%,Marymount Manhattan College,163
,25.2%,2.4,174,0.4%,21-26,14:1,"Maryville, TN",42%,148,80.9%,82,-8,14%,"
                RNP
            ","$31,754",72.6%,72%,/best-colleges/maryville-college-3505,56%,64%,1168,197,45.4%,Maryville College,198
,7.1%,2.4,195,5%,890-1150,14:1,"Angwin, CA",N/A,180,83.2%,209,-18,N/A,"
                RNP
            ","$28,131",50.6%,76%,/best-colleges/pacific-union-college-1258,37%,55%,1647,220,59.6%,Pacific Union College,194
,5.8%,2,219,0%,660-860,10:1,"Chestnut Hill, MA",N/A,236,N/A,214,7,N/A,"
                RNP
            ","$26,180",64.1%,59%,/best-colleges/pine-manor-college-2201,36%,29%,346,183,87.7%,Pine Manor College,80
,N/A,2.1,225,N/A,13-14,18:1,"Holly Springs, MS",N/A,232,97.2%,183,1,N/A,"
                RNP
            ","$9,286",13.9%,60%,/best-colleges/rust-college-2433,20%,19%,922,227,N/A,Rust College,228
,N/A,1.9,201,1%,18-22,N/A,"El Cajon, CA",25%,207,47.8%,183,-3,5%,"
                RNP
            ","$25,888",42.6%,59%,/best-colleges/san-diego-christian-12031,44%,47%,,217,79.5%,San Diego Christian College,209
,N/A,2,213,1%,770-910,23:1,"Savannah, GA",N/A,229,91.5%,183,6,N/A,"
                RNP
            ","in-state: $5,415, out-of-state: $15,176",82.9%,70%,/best-colleges/savannah-state-1590,29%,23%,4772,235,30.3%,Savannah State University,235
,0.8%,2,230,3%,17-23,19:1,"Portsmouth, OH",43%,200,72.5%,233,-11,12%,"
                RNP
            ","in-state: $7,364, out-of-state: $12,617",83.3%,52%,/best-colleges/shawnee-state-12748,24%,35%,4341,230,43.6%,Shawnee State University,234
,N/A,2,198,N/A,820-1060,N/A,"Rome, GA",N/A,217,78.2%,183,-2,N/A,"
                RNP
            ","$19,670",68.1%,54%,/best-colleges/shorter-1591,49%,51%,,220,N/A,Shorter University,179
,3.6%,2.4,193,5%,910-1150,11:1,"Redding, CA",50%,164,51%,224,-1,23%,"
                RNP
            ","$24,300",55.5%,71%,/best-colleges/simpson-university-1291,49%,50%,1255,227,71%,Simpson University,217
,4.7%,2.4,224,1%,16-19,N/A,"Tuscaloosa, AL",25%,218,95.2%,219,-4,5%,"
                RNP
            ","$14,910",41%,60%,/best-colleges/stillman-college-1044,28%,32%,,171,65.3%,Stillman College,215
,1.3%,2.4,204,1%,920-1080,19:1,"Old Westbury, NY",N/A,212,72%,229,5,N/A,"
                RNP
            ","in-state: $8,436, out-of-state: $18,086",58%,77%,/best-colleges/suny-old-westbury-7109,37%,32%,4364,197,37.8%,SUNY College—​Old Westbury,209
,12.9%,2.1,184,0.3%,15-21,10:1,"Tougaloo, MS",25%,212,94.2%,173,4,19%,"
                RNP
            ","$10,210",34.1%,74%,/best-colleges/tougaloo-college-2439,50%,46%,878,190,70%,Tougaloo College,141
,N/A,2.5,209,4%,823-1050,12:1,"Hilo, HI",53%,221,89.6%,183,-8,18%,"
                RNP
            ","in-state: $7,036, out-of-state: $19,036",75%,70%,/best-colleges/hawaii-hilo-29020,36%,44%,4043,193,46.7%,University of Hawaii—​Hilo,116
,0.1%,2.2,213,0%,820-1050,12:1,"Machias, ME",N/A,222,64%,236,-7,N/A,"
                RNP
            ","in-state: $7,490, out-of-state: $19,370",85.4%,66%,/best-colleges/maine-machias-2055,31%,38%,892,154,76.9%,University of Maine—​Machias,217
,4.9%,1.7,225,3%,17-22,16:1,"Pikeville, KY",36%,207,78.1%,216,-16,15%,"
                RNP
            ","$18,290",100%,52%,/best-colleges/university-of-pikeville-1980,29%,45%,2204,232,48.1%,University of Pikeville,222
,6.8%,2.5,209,2%,19-24,13:1,"Chickasha, OK",62%,148,80.8%,213,-6,29%,"
                RNP
            ","in-state: $6,270, out-of-state: $15,210",62.5%,67%,/best-colleges/university-of-science-and-arts-3167,37%,43%,917,148,75.3%,University of Science and Arts of Oklahoma,226
,9.5%,2.5,198,1%,860-1050,15:1,"Wise, VA",40%,218,80%,204,2,15%,"
                RNP
            ","in-state: $8,868, out-of-state: $23,870",75%,69%,/best-colleges/uva-wise-3747,42%,40%,2291,148,67.3%,University of Virginia—​Wise,226
